x;y;u;v;column;row
0.3793;1.0000;0.3795;1.0016;11;19
0.4138;1.0000;0.4139;1.0015;12;19
0.4483;1.0000;0.4483;1.0013;13;19
0.4828;1.0000;0.4826;1.0011;14;19
0.5172;1.0000;0.5170;1.0009;15;19
0.5517;1.0000;0.5514;1.0007;16;19
0.5862;1.0000;0.5858;1.0007;17;19
0.6207;1.0000;0.6202;1.0007;18;19
0.6552;1.0000;0.6547;1.0008;19;19
0.6897;1.0000;0.6892;1.0009;20;19
0.7241;1.0000;0.7238;1.0010;21;19
0.7586;1.0000;0.7584;1.0011;22;19
0.7931;1.0000;0.7930;1.0009;23;19
0.8276;1.0000;0.8277;1.0004;24;19
0.8621;1.0000;0.8624;0.9993;25;19
0.8966;1.0000;0.8972;0.9976;26;19
0.9310;1.0000;0.9319;0.9949;27;19
0.9655;1.0000;0.9665;0.9911;28;19
1.0000;1.0000;1.0012;0.9856;29;19
